iatr	root	medical care, healing	Greek	bariatrics,geriatrics,gyniatrics,iatrogenic	v:1	iatr(0)=medical care, healing	c:0	iatri/iatro/iatry
ic	suffix	like, pertaining to	Latin and Greek	abiotic,acerbic,acidic,aerobic	v:1	-ic(0)=like, pertaining to	c:0	
ician	suffix	practictioner of or expert in	Latin	mathematician,mortician,optician,patrician	v:1	-ician(0)=practictioner of or expert in	c:0	
icon	root	image	Greek	emoticon,icon,iconoclast,iconography	v:1	icon(0)=image	c:0	icono
ics	suffix	science, study, or practice of; properties of; practices pertaining to	Greek	acoustics,acrobatics,aerobatics,aerobics	v:1	-ics(0)=science, study, or practice of; properties of; practices pertaining to	c:0	
idio	root	particular or personal to; distinct	Greek	idiolect,idiom,idiomatic,idiopathy	v:1	idio(0)=particular or personal to; distinct	c:0	
iferous	suffix	producing, bearing, carrying	Latin	argentiferous,auriferous,calciferous,carboniferous	v:1	-iferous(0)=producing, bearing, carrying	c:0	
ig	prefix	not, without	Latin	ignoble,ignominy	v:1	ig-(0)=not, without	c:0	
il	prefix	not, without	Latin	illegal,illegible,illegitimate,illiberal	v:2	il-2(2)=not, without | il-1(1)=in, into, on	c:1	
ile	suffix	capable of being or undergoing; pertaining to	Latin	agile,civil,docile,ductile	v:1	-ile(0)=capable of being or undergoing; pertaining to	c:0	il
im	prefix	not, without	Latin	imbalance,immaculate,immaterial,immature	v:2	im-2(2)=not, without | im-1(1)=in, into, on	c:1	
imag	root	likeness	Latin	image,imagery,imaginary,imaginative	v:1	imag(0)=likeness	c:0	
in	prefix	in, into, on	Latin	incise,incision,incisor,include	v:2	in-1(1)=in, into, on | in-2(2)=not, without	c:1	
infra	prefix	above, over	Latin	infrared,infrasonic,infrastructure	v:1	infra-(0)=above, over	c:0	
init	root	beginning	Latin	initial,initiate,initiative	v:1	init(0)=beginning	c:0	
integ	root	whole	Latin	disintegrate,integer,integral,integrate	v:1	integ(0)=whole	c:0	
inter	prefix	between, among	Latin	interact,interactive,intercalate,intercede	v:1	inter-(0)=between, among	c:0	
intra	prefix	within, inside	Latin	intracellular,intramural,intrastate,intrauterine	v:1	intra-(0)=within, inside	c:0	
intro	prefix	inward, inside	Latin	introduce,introit,intromit,introrse	v:1	intro-(0)=inward, inside	c:0	
ion	suffix	the act, process, or result of	Latin	ablation,abrasion,accession,action	v:1	-ion(0)=the act, process, or result of	c:0	
ir	prefix	in, into, on	Latin	irradiate,irrigate,irrupt	v:2	ir-1(1)=in, into, on | ir-2(2)=not, without	c:1	
ish	suffix	of, resembling; somewhat	Old English	amateurish,apish,bearish,boorish	v:1	-ish(0)=of, resembling; somewhat	c:0	
ism	suffix	act, process, state, practice, or instance of	Greek	anachronism,aphorism,archaism,autism	v:2	-ism1(1)=act, process, state, practice, or instance of | -ism2(2)=doctrine, belief, theory	c:1	
iso	prefix	equal, same	Greek	isoagglutination,isobar,isochronal,isocline	v:1	iso-(0)=equal, same	c:0	
ist	suffix	person who does or believes in	Greek	activist,artist,biologist,Buddhist	v:1	-ist(0)=person who does or believes in	c:0	
it	root	journey, road	Latin	adit,ambient,ambition,ambitious	v:1	it(0)=journey, road	c:0	itiner
ite	suffix	in a state or condition (produced by the action denoted by the verb base)	Latin	apposite,bipartite,composite,contrite	v:3	-ite1(1)=in a state or condition (produced by the action denoted by the verb base) | -ite3(3)=mineral or fossil | -ite2(2)=person or thing that comes from, or is a member or follower of	c:2	
itious	suffix	having the nature of, characterized by	Latin	adventitious,expeditious,factitious,fictitious	v:1	-itious(0)=having the nature of, characterized by	c:0	
itis	suffix	inflammation	Greek	appendicitis,arthritis,bronchitis,bursitis	v:1	-itis(0)=inflammation	c:0	
ive	suffix	tending to, connected with, or performing	Latin	abrasive,abusive,accumulative,activate	v:1	-ive(0)=tending to, connected with, or performing	c:0	ative
ization	suffix	act, fact, or process of	Latin and Greek	capitalization,civilization,generalization	v:1	-ization(0)=act, fact, or process of	c:0	
ize	suffix	to turn into or cause to be	Greek	advertise,aggrandize,alphabetize,Americanize	v:1	-ize(0)=to turn into or cause to be	c:0	ise
ject	root	throw; lie	Latin	abject,adjacent,adjective,conjecture	v:1	ject(0)=throw; lie	c:0	jet/jac
jud	root	justice, law; swear	Latin	adjudicate,abjure,adjure,conjure	v:1	jud(0)=justice, law; swear	c:0	jur/just
junct	root	join	Latin	adjunct,conjunct,conjunction,conjunctiva	v:1	junct(0)=join	c:0	
kilo	root	thousand	Greek	kilo,kilobar,kilobyte,kilocycle	v:1	kilo(0)=thousand	c:0	
labor	root	to work	Latin	belabor,collaborate,elaborate,labor	v:1	labor(0)=to work	c:0	laborat/lab
lachrym	root	tears	Greek	lachrymal,lachrymose	v:1	lachrym(0)=tears	c:0	
laps	root	slip, fall back	Latin	collapse,elapse,lapse,prolapse	v:1	laps(0)=slip, fall back	c:0	
lat	root	side	Latin	bilateral,collateral,equilateral,lateral	v:1	lat1(1)=side	c:0	
latry	root	worship	Greek	demonolatry,idolatry,ophiolatry	v:1	-latry(0)=worship	c:0	
leg	root	gather; choose; read	Latin	collect,elect,election,eligibility	v:2	leg2(2)=gather; choose; read | leg1(1)=law	c:1	lect/lig
less	suffix	without	Middle English	aimless,airless,baseless,blameless	v:1	-less(0)=without	c:0	
leuk	root	white, colorless	Greek	leukemia,leukocyte,leukocytosis,leukoderma	v:1	leuk(0)=white, colorless	c:0	leuko/leuc/leuco
lex	root	speak, speech, word	Greek	alexia,analects,dialect,dialectic	v:1	lex(0)=speak, speech, word	c:0	lect
liber	root	free	Latin	liberal,liberate,libertarian,libertine	v:1	liber1(1)=free	c:0	
libr	root	book	Latin	libel,librarian,library,libretto	v:1	libr(0)=book	c:0	
libra	root	balance, weight	Latin	deliberate,equilibrant,equilibrate,equilibrium	v:1	libra(0)=balance, weight	c:0	liber
like	suffix	similar to, in the manner of	Old English	businesslike,childlike,clocklike,godlike	v:1	-like(0)=similar to, in the manner of	c:0	
lingu	root	language, tongue	Latin	bilingual,lingual,linguine,linguist	v:1	lingu(0)=language, tongue	c:0	
lip	root	fat	Greek	lipase,lipid,lipoid	v:1	lip(0)=fat	c:0	lipo
lit	root	letter, reading	Latin	alliteration,illiteracy,illiterate,literacy	v:1	lit(0)=letter, reading	c:0	litera
lith	root	mineral, rock, stone, fossil	Greek	aerolite,chromolithography,chrysolite,cryolite	v:1	lith(0)=mineral, rock, stone, fossil	c:0	litho/lite/lithic
loc	root	place	Latin	allocate,dislocate,local,locale	v:1	loc(0)=place	c:0	
log	root	word, speech, written work	Greek	apologetics,apologia,apologue,catalogue	v:1	log(0)=word, speech, written work	c:0	logo/logue
logy	suffix	study of, science of; written work; structure or principle	Greek	aerobiology,aerology,agrobiology,analogy	v:1	-logy(0)=study of, science of; written work; structure or principle	c:0	ology
loqu	root	speak; speech	Latin	circumlocution,colloquial,colloquium,colloquy	v:1	loqu(0)=speak; speech	c:0	locu
luc	root	light; shine	Latin	elucidate,illuminate,lucid,lumen	v:1	luc(0)=light; shine	c:0	lum
luct	root	struggle	Latin	ineluctable,reluctance,reluctant	v:1	luct(0)=struggle	c:0	
lud	root	to play	Latin	allude,collude,delude,disillusion	v:1	lud(0)=to play	c:0	lus
lun	root	moon	Latin	circumlunar,cislunar,lunacy,lunar	v:1	lun(0)=moon	c:0	luni/luna
lustr	root	shine	Latin	illustrate,illustration,illustrious,lackluster	v:1	lustr(0)=shine	c:0	
ly	suffix	like; every (when attached to times)	Old English	bodily,cowardly,daily,dastardly	v:2	-ly2(2)=like; every (when attached to times) | -ly1(1)=in such a way or manner	c:1	
lys	root	break down, disintegrate	Greek	analysis,analyst,analytic,analyze	v:1	lys(0)=break down, disintegrate	c:0	lyt/lyze
macro	prefix	large, long	Greek	macro,macrobiotic,macrobiotics,macrocephaly	v:1	macro-(0)=large, long	c:0	
magn	root	great, large	Latin	magnanimity,magnanimous,magnate,magnificent	v:1	magn(0)=great, large	c:0	magna/magni/maj
mal	root	bad, evil, ill	Latin	dismal,maladjusted,maladminister,maladroit	v:1	mal(0)=bad, evil, ill	c:0	male
man	root	hand	Latin	amanuensis,bimanual,emancipate,maintain	v:1	man(0)=hand	c:0	mani/manu/main
mancy	suffix	divination	Greek	bibliomancy,chiromancy,necromancy,oneiromancy	v:1	-mancy(0)=divination	c:0	
mand	root	give an order	Latin	command,commandment,commando,countermand	v:1	mand(0)=give an order	c:0	
mania	root	excessive desire	Greek	bibliomania,cleptomania,decalcomania,dipsomania	v:1	mania(0)=excessive desire	c:0	
mar	root	sea	Latin	aquamarine,mariculture,marina,marine	v:1	mar(0)=sea	c:0	mari
matr	root	mother	Latin	maternal,maternity,matriarch,matricide	v:1	matr(0)=mother	c:0	matri/mater
maxi	root	largest	Latin	maxim,maximize,maximum	v:1	maxi(0)=largest	c:0	
mechan	root	machine; means	Greek	mechanic,mechanical,mechanism,mechanize	v:1	mechan(0)=machine; means	c:0	
medi	root	middle	Latin	immediate,intermediary,intermediate,media1	v:1	medi(0)=middle	c:0	
mega	root	large, great, million	Greek	acromegaly,megabyte,megacycle,megadeath	v:1	mega(0)=large, great, million	c:0	megal/megalo/megaly
melan	root	black	Greek	melancholia,melancholy,Melanesian,melanin	v:1	melan(0)=black	c:0	melano
memor	root	memory	Latin	commemorate,commemorative,immemorial,memorandum	v:1	memor(0)=memory	c:0	member/membr
ment	suffix	act, process, or instance of	Latin	adjustment,advertisement,agreement,announcement	v:2	-ment(0)=act, process, or instance of | ment(0)=mind	c:2	
mer	root	part	Greek	allomerism,antimere,blastomere,isomer	v:1	mer(0)=part	c:0	mere
merge	root	sink, dip, dive	Latin	emerge,emergency,immerse,immersion	v:1	merge(0)=sink, dip, dive	c:0	mers
meso	prefix	middle	Greek	mesencephalon,mesentery,mesoblast,mesocarp	v:1	meso-(0)=middle	c:0	
meta	prefix	change, between, after, beyond	Greek	metabolism,metacarpus,metamorphosis,metaphase	v:1	meta-(0)=change, between, after, beyond	c:0	
metr	root	measure	Greek	accelerometer,altimeter,ametropia,ammeter	v:1	metr(0)=measure	c:0	meter/metry
micro	prefix	small	Greek	microbe,microbiology,microcephaly,microclimate	v:1	micro-(0)=small	c:0	
mill	root	thousand	Latin	billion,decillion,millennium,millepede	v:1	mill(0)=thousand	c:0	milli/illion
mim	root	copy, imitate	Latin	mime,mimeograph,mimic,mimicry	v:1	mim(0)=copy, imitate	c:0	
min	root	small; make smaller	Latin	diminish,diminution,diminutive,mince	v:1	min(0)=small; make smaller	c:0	
minist	root	serve, assist	Latin	administer,administration,administrative,administrator	v:1	minist(0)=serve, assist	c:0	minst
mis	root	hate	Greek	misanthrope,misanthropy,misogamy,misogyny	v:2	mis2(2)=hate | mis-(0)=bad, badly, wrongly	c:2	miso
mit	root	send, let go	Latin	admissible,admission,admit,admittance	v:1	mit(0)=send, let go	c:0	mis/mitt/miss/mise
mne	root	memory	Greek	amnesia,amnesty,mnemonic,mnemonics	v:1	mne(0)=memory	c:0	mnes/mnest
mob	root	move	Latin	automobile,commotion,demote,emote	v:1	mob(0)=move	c:0	mot/mov
mon	root	advise, warn	Latin	admonish,admonition,monitor,premonition	v:2	mon(0)=advise, warn | mon(0)=one, single, alone	c:1	mono
morph	root	shape, form	Greek	allomorph,amorphous,anthropomorphic,anthropomorphism	v:1	morph(0)=shape, form	c:0	morpho
mort	root	death	Latin	amortize,immortal,immortality,mortal	v:1	mort(0)=death	c:0	
multi	prefix	many	Latin	multifarious,multiparous,multiple,multiply	v:1	multi-(0)=many	c:0	
mut	root	change, interchange	Latin	commute,immutable,mutation,mutual	v:1	mut(0)=change, interchange	c:0	
my	root	muscle	Greek	myocardiograph,myocardium	v:1	my(0)=muscle	c:0	myo
myri	root	a large number	Greek	myriad,myriapod	v:1	myri(0)=a large number	c:0	
nano	root	dwarf	Greek	nanometer,nanosecond	v:1	nano(0)=dwarf	c:0	
narr	root	tell, give an account of	Latin	narrate,narrative,narrator	v:1	narr(0)=tell, give an account of	c:0	
nat	root	birth; born	Latin	innate,nascent,natal,nation	v:1	nat(0)=birth; born	c:0	nas
naut	root	ship; sailor	Greek	aeronautics,aquanaut,astronaut,nautical	v:1	naut(0)=ship; sailor	c:0	
nav	root	ship	Latin	circumnavigate,naval,navigable,navigate	v:1	nav(0)=ship	c:0	
necr	root	dead; death	Greek	necrology,necromancy,necropolis,necrosis	v:1	necr(0)=dead; death	c:0	necro
neg	root	no	Latin	abnegate,negation,negative,renege	v:1	neg(0)=no	c:0	
neo	root	new, recent	Greek	neoclassic,neocolonialism,neodymium,Neolithic	v:1	neo(0)=new, recent	c:0	
nephr	root	kidney	Greek	nephrectomy,nephrite,nephritis,nephrology	v:1	nephr(0)=kidney	c:0	nephro
ness	suffix	state or quality of	Old English	airiness,brightness,consciousness,fitness	v:1	-ness(0)=state or quality of	c:0	
neur	root	nerve	Greek	neuralgia,neurasthenia,neuritis,neurology	v:1	neur(0)=nerve	c:0	neuro
nom	root	law, system of laws	Greek	agronomy,anomie,astronomical,astronomy	v:2	nom2(2)=law, system of laws | nom1(1)=name	c:1	nomo/nomy/nomin/nomen
non	root	nine	Latin	nonagenarian,nonagon,nonet,nonillion	v:2	non(0)=nine | non-(0)=not	c:2	nona
not	root	mark	Latin	annotate,connotation,connote,denotation	v:1	not(0)=mark	c:0	
noun	root	declare	Latin	announce,announcement,annunciation,denounce	v:1	noun(0)=declare	c:0	nunc
nov	root	new	Latin	innovate,innovation,novel,novelty	v:1	nov(0)=new	c:0	
novem	root	ninth	Latin	November,novena	v:1	novem(0)=ninth	c:0	noven
nox	root	night	Latin	equinox,nocturnal,nocturne	v:1	nox(0)=night	c:0	noct/noctu
numer	root	number	Latin	enumerate,numeral,numerous	v:1	numer(0)=number	c:0	
o	prefix	towards; against; away	Latin	omission,omit	v:1	o-(0)=towards; against; away	c:0	
ob	prefix	towards; against; away	Latin	obliterate,obloquy,obstinacy,obtrude	v:1	ob-(0)=towards; against; away	c:0	
oc	prefix	towards; against; away	Latin	occasion,occidental,occlude,occur	v:1	oc-(0)=towards; against; away	c:0	
oct	root	eight	Greek	octagon,octane,octant,octave	v:1	oct(0)=eight	c:0	octo/octa
ocul	root	eye	Latin	binocular,monocle,monocular,ocular	v:1	ocul(0)=eye	c:0	
of	prefix	towards; against; away	Latin	offend,official	v:1	of-(0)=towards; against; away	c:0	
oid	suffix	resembling, like	Greek	android,anthropoid,asteroid,deltoid	v:1	-oid(0)=resembling, like	c:0	
olig	root	few; deficiency	Greek	oligarchy,oligopoly,oligopsony	v:1	olig(0)=few; deficiency	c:0	oligo
omni	prefix	all	Latin	omnibus,omnidirectional,omnipotent,omnipresent	v:1	omni-(0)=all	c:0	
onomas	root	name	Greek	antonomasia,onomastic,onomastics,onomatopoeia	v:1	onomas(0)=name	c:0	onomat
ont	root	being, existence	Greek	ontic,ontogeny,ontology,paleontology	v:1	ont(0)=being, existence	c:0	onto
onym	root	name, word	Greek	acronym,anonym,anonymous,antonym	v:1	onym(0)=name, word	c:0	
op	root	eye, visual condition, vision, sight, inspection	Greek	ametropia,autopsy,biopsy,coreopsis	v:2	op(0)=eye, visual condition, vision, sight, inspection | op-(0)=towards; against; away	c:2	ops/opt/opto/ophthalm/ophthalmo/opia/opsy
opt	root	choose	Latin	adopt,adoption,option	v:2	opt2(2)=choose | opt1(1)=best	c:1	
orb	root	wheel, circle	Latin	exorbitant,orb,orbicular,orbit	v:1	orb(0)=wheel, circle	c:0	
ord	root	row, rank, order	Latin	coordinate,disorder,extraordinary,order	v:1	ord(0)=row, rank, order	c:0	ordin
ornith	root	bird	Greek	ornithology	v:1	ornith(0)=bird	c:0	ornitho
ortho	root	straight, vertical, perpendicular; correct	Greek	orthoclase,orthodontics,orthodontist,orthodox	v:1	ortho(0)=straight, vertical, perpendicular; correct	c:0	
ory	suffix	serving to, pertaining to	Latin	accusatory,advisory,aleatory,amatory	v:1	-ory(0)=serving to, pertaining to	c:0	atory
ose	suffix	having many or much of; tending toward	Latin	adipose,bellicose,grandiose,jocose	v:2	-ose1(1)=having many or much of; tending toward | -ose2(2)=carbohydrate, esp. sugar	c:1	
osis	suffix	condition (usually medical) 	Greek	antibiosis,arteriosclerosis,autohypnosis,chlorosis	v:1	-osis(0)=condition (usually medical) 	c:0	
osity	suffix	state or condition of	Latin	animosity,curiosity,generosity,monstrosity	v:1	-osity(0)=state or condition of	c:0	
oste	root	bone	Greek	osteitis,osteoblast,osteology,osteoma	v:1	oste(0)=bone	c:0	osteo
otic	suffix	having or related to (a condition or state)	Greek	antibiotic,hypnotic,necrotic,neurotic	v:1	-otic(0)=having or related to (a condition or state)	c:0	
oto	root	ear	Greek	otitis,otology,otosclerosis	v:1	oto(0)=ear	c:0	ot
ous	suffix	full of, characterized by	Latin	adventurous,ambiguous,amorous,amorphous	v:1	-ous(0)=full of, characterized by	c:0	ious
out	prefix	out, outside, outward; beyond, better, more	Old English	outbreak,outburst,outcast,outcome	v:1	out-(0)=out, outside, outward; beyond, better, more	c:0	
ov	root	egg	Latin	oval,oviduct,oviform,oviparous	v:1	ov(0)=egg	c:0	ovi
over	prefix	excessively, too much; over, on top, above	Old English	overact,overbake,overboard,overbook	v:1	over-(0)=excessively, too much; over, on top, above	c:0	
pac	root	peace	Latin	pacifier,pacifist,pacify,pact	v:1	pac(0)=peace	c:0	
pale	root	ancient	Greek	paleethnology,paleography,Paleolithic,paleontology	v:1	pale(0)=ancient	c:0	paleo
palp	root	touch	Latin	impalpable,palp,palpable,palpate	v:1	palp(0)=touch	c:0	
pan	root	all	Greek	cyclorama,panacea,panchromatic,pancreas	v:1	pan(0)=all	c:0	panto
par	root	equal	Latin	comparable,comparative,compare,comparison	v:2	par1(1)=equal | par2(2)=to bear, give birth to	c:1	
para	prefix	beside, alongside	Greek	parabiosis,parable,parabola,paradigm	v:2	para-(0)=beside, alongside | para(0)=defense against	c:2	
path	root	suffer, feel; disease	Greek	allopath,allopathy,antipathy,empathy	v:1	path(0)=suffer, feel; disease	c:0	patho/pathic/pathy
patr	root	father, fatherland	Latin	expatriate,paterfamilias,paternal,paternalism	v:1	patr(0)=father, fatherland	c:0	patri/pater
pecc	root	sin	Latin	impeccable,peccadillo,peccant	v:1	pecc(0)=sin	c:0	
ped	root	foot, feet	Latin	biped,centipede,cypripedium,expediency	v:2	ped1(1)=foot, feet | ped2(2)=child	c:1	pedi/pede/pedo
pel	root	drive, push	Latin	compel,compulsion,compulsive,compulsory	v:1	pel(0)=drive, push	c:0	puls
pend	root	hang; weigh; spend	Latin	append,appendix,depend,dependable	v:1	pend(0)=hang; weigh; spend	c:0	pens
penta	root	five	Greek	pentacle,pentad,pentagon,pentahedron	v:1	penta(0)=five	c:0	pent
pept	root	digestion	Greek	dyspepsia,eupepsia,pepsin,peptic	v:1	pept(0)=digestion	c:0	peps
per	prefix	through, throughout; very	Latin	impermeable,impermissible,imperturbable,impervious	v:1	per-(0)=through, throughout; very	c:0	
peri	root	around, surrounding	Greek	aperiodic,perianth,pericarditis,pericardium	v:1	peri(0)=around, surrounding	c:0	
phag	root	eat	Greek	anthropophagy,bacteriophage,dysphagia,esophagus	v:1	phag(0)=eat	c:0	phage/phagy
phil	root	love, fondness	Greek	anemophilous,Anglophile,audiophile,basophil	v:1	phil(0)=love, fondness	c:0	philo/philia/phile
phobia	root	fear, dread	Greek	acrophobia,agoraphobia,arachnophobia,claustrophobia	v:1	phobia(0)=fear, dread	c:0	phobe/phobic
phon	root	sound, voice	Greek	allophone,antiphon,antiphony,cacophony	v:1	phon(0)=sound, voice	c:0	phono/phone/phony
phor	root	carry, bear	Greek	amphora,anaphora,diaphoresis,dysphoria	v:1	phor(0)=carry, bear	c:0	pher/phore
phot	root	light	Greek	euphotic,microphotograph,photochromic,photodynamics	v:1	phot(0)=light	c:0	photo
phyl	root	race, type	Greek	phylogeny,phylum	v:1	phyl(0)=race, type	c:0	
phyll	root	leaf	Greek	chlorophyll,phyllotaxis,phylloxera,sporophyll	v:1	phyll(0)=leaf	c:0	phyllo
phys	root	nature, physical	Greek	astrophysics,biophysics,geophysics,hyperphysical	v:1	phys(0)=nature, physical	c:0	physio
phyt	root	plant; plant growth	Greek	bryophyte,cryophyte,dermatophyte,epiphyte	v:1	phyt(0)=plant; plant growth	c:0	phyto/phyte
plac	root	calm; please	Latin	complacency,complacent,implacable,placable	v:1	plac(0)=calm; please	c:0	
plas	root	mold, form; growth	Greek	aplastic anemia,cataplasia,ceroplastic,chloroplast	v:1	plas(0)=mold, form; growth	c:0	plast/plasm/plasty
plic	root	fold, plait	Latin	accomplice,applicant,apply,complex	v:1	plic(0)=fold, plait	c:0	plex/ply
plu	root	more	Latin	pluperfect,plural,pluralism,pluralistic	v:1	plu(0)=more	c:0	plur
pneum	root	air, breath, wind, spirit	Greek	apnea,dyspnea,pneumatic,pneumatics	v:1	pneum(0)=air, breath, wind, spirit	c:0	pneumo/pneumon/pneumat/pnea
pod	root	foot	Greek	antipode,antipodes,arthropod,brachiopod	v:1	pod(0)=foot	c:0	pode
pol	root	city, citizen	Greek	acropolis,apolitical,cosmopolitan,impolitic	v:1	pol(0)=city, citizen	c:0	polit/polis
poly	root	many	Greek	polyandry,polyanthus,polycarpic,polycentrism	v:1	poly(0)=many	c:0	
popul	root	the people	Latin	depopulate,populace,popular,popularity	v:1	popul(0)=the people	c:0	
port	root	carry	Latin	comportment,deport,deportation,deportment	v:1	port(0)=carry	c:0	
pos	root	put, place	Latin	appose,apposite,apposition,appositive	v:1	pos(0)=put, place	c:0	pose/pon/pone/pound
poss	root	able; power	Latin	impossible,impotent,omnipotent,possible	v:1	poss(0)=able; power	c:0	pot
post	prefix	after, behind	Latin	postbellum,postdate,postdiluvian,postdoctoral	v:1	post-(0)=after, behind	c:0	
pre	prefix	before	Latin	preamble,prearrange,precaution,precede	v:1	pre-(0)=before	c:0	
prim	root	first	Latin	primal,primary,primer,primeval	v:1	prim(0)=first	c:0	princ
pris	root	take, grasp	Latin	apprehend,apprehensive,comprehend,comprehensive	v:1	pris(0)=take, grasp	c:0	prise/prehens/prehend
pro	prefix	before	Greek	amphiprostyle,proem,prognosis,prognostic	v:2	pro-2(2)=before | pro-1(1)=before, forward, forth	c:1	
prob	root	good; test, prove	Latin	approbation,approve,disapprobation,disapproval	v:1	prob(0)=good; test, prove	c:0	prov/prove
proto	root	first, original, primitive	Greek	protagonist,protein,Proterozoic,protocol	v:1	proto(0)=first, original, primitive	c:0	prot
pseud	root	false	Greek	pseudocyesis,pseudonym,pseudopodium,pseudoscience	v:1	pseud(0)=false	c:0	pseudo
psych	root	mind, soul, mental process	Greek	metempsychosis,neuropsychiatry,parapsychology,psyche	v:1	psych(0)=mind, soul, mental process	c:0	psycho
pter	root	wing, fin	Greek	apterous,apteryx,helicopter,homopterous	v:1	pter(0)=wing, fin	c:0	ptero/pteryg/pteryx
pug	root	fight	Latin	impugn,pugilist,pugnacious,repugnant	v:1	pug(0)=fight	c:0	pugn
purg	root	clean	Latin	expurgate,purgative,purgatory,purge	v:1	purg(0)=clean	c:0	
put	root	trim; count; reckon or suppose	Latin	amputate,computation,compute,computer	v:1	put(0)=trim; count; reckon or suppose	c:0	putat
pyr	root	fire, heat, fever	Greek	antipyretic,chalcopyrite,pyre,pyretic	v:1	pyr(0)=fire, heat, fever	c:0	pyro
quadr	root	four, fourth	Latin	forequarter,hindquarter,quadrangle,quadrant	v:1	quadr(0)=four, fourth	c:0	quart
quer	root	ask, seek	Latin	acquire,acquisitive,inquest,inquire	v:1	quer(0)=ask, seek	c:0	ques/quir/quis/quest
quin	root	five, fifth	Latin	quinquagenarian,Quinquagesima,quinquennial,quinquevalent	v:1	quin(0)=five, fifth	c:0	quint/quinqu
radi	root	ray, spoke	Latin	irradiate,radiant,radiate,radioactive	v:1	radi(0)=ray, spoke	c:0	
radic	root	root	Latin	eradicate,ineradicable,radical,radical sign	v:1	radic(0)=root	c:0	radix
ram	root	branch	Latin	ramification,ramiform,ramify,ramose	v:1	ram(0)=branch	c:0	rami
rap	root	seize, carry off by force	Latin	enrapt,enrapture,rapacious,rapacity	v:1	rap(0)=seize, carry off by force	c:0	
ras	root	scrape	Latin	abrade,abrasion,abrasive,erase	v:1	ras(0)=scrape	c:0	rad/raz
re	prefix	again; back or back again	Latin	irrefragable,irremissible,irrevocable,re-coil	v:1	re-(0)=again; back or back again	c:0	
reg	root	king, rule, guide; straight	Latin	correct,corrigible,direct,direction	v:1	reg(0)=king, rule, guide; straight	c:0	rect/rig
retro	prefix	back, backward, behind	Latin	retroactive,retrocede,retrofit,retroflex	v:1	retro-(0)=back, backward, behind	c:0	
rhin	root	nose	Greek	rhinal,rhinitis,rhinoceros,rhinoplasty	v:1	rhin(0)=nose	c:0	rhino
rhod	root	red	Greek	rhodium,rhododendron,rhodolite,rhodopsin	v:1	rhod(0)=red	c:0	rhodo
rid	root	laugh	Latin	deride,derisive,ridicule,ridiculous	v:1	rid(0)=laugh	c:0	ris
rig	root	stiff, rigid	Latin	rigid,rigor	v:1	rig2(2)=stiff, rigid	c:0	
rog	root	ask	Latin	arrogance,arrogant,arrogate,derogate	v:1	rog(0)=ask	c:0	rogat
rot	root	turn	Latin	rotary,rotate,rotative,rotatory	v:1	rot(0)=turn	c:0	
rrhea	root	flow, gush, discharge	Greek	amenorrhea,catarrh,diarrhea,dysmenorrhea	v:1	rrhea(0)=flow, gush, discharge	c:0	rrhoea/rrhag
rub	root	red	Latin	rubella,rubeola,rubicund,rubidium	v:1	rub(0)=red	c:0	
rupt	root	to break, burst	Latin	abrupt,bankrupt,corrupt,disrupt	v:1	rupt(0)=to break, burst	c:0	
sacr	root	holy	Latin	consecrate,desecrate,sacrament,sacred	v:1	sacr(0)=holy	c:0	sacri/secr
san	root	health	Latin	insane,insanity,sane,sanitarium	v:1	san(0)=health	c:0	
scen	root	climb	Latin	ascend,ascent,descend,descendent	v:1	scen(0)=climb	c:0	scend
sci	root	to know	Latin	conscious,omniscient,prescience,prescient	v:1	sci(0)=to know	c:0	
scler	root	hard	Greek	arteriosclerosis,atherosclerosis,multiple sclerosis,sclera	v:1	scler(0)=hard	c:0	sclero
scop	root	to view, to observe	Greek	arthroscope,bronchoscope,cryoscopy,cystoscope	v:1	scop(0)=to view, to observe	c:0	scope/scopy
scrib	root	to write	Latin	ascribe,ascription,circumscribe,conscript	v:1	scrib(0)=to write	c:0	script
se	prefix	away, aside, apart	Latin	secede,seclude,sedition,seduce	v:1	se-(0)=away, aside, apart	c:0	
sect	root	to cut	Latin	bisect,dissect,intersect,midsection	v:1	sect(0)=to cut	c:0	
sed	root	sit; settle	Latin	dissident,obsess,obsession,obsessive	v:1	sed(0)=sit; settle	c:0	sid/sess
semi	prefix	half, partly	Latin	demigod,demimonde,demisemiquaver,demitasse	v:1	semi-(0)=half, partly	c:0	demi
sen	root	old	Latin	senate,senator,senile,senior	v:1	sen(0)=old	c:0	
sens	root	to feel, to perceive	Latin	assent,consent,desensitize,dissent	v:1	sens(0)=to feel, to perceive	c:0	sent
sept	root	seven	Latin	September,septennial,septet,septillion	v:1	sept(0)=seven	c:0	
sequi	root	to follow	Latin	consecutive,consequence,consequent,persecute	v:1	sequi(0)=to follow	c:0	secut/seque
serv	root	slave	Latin	servant,service,servile	v:2	serv2(2)=slave | serv1(1)=save, keep	c:1	
sex	root	six	Latin	sexagenarian,sext,sextant,sextet	v:1	sex(0)=six	c:0	
sim	root	like, similar	Latin	assimilate,dissimulate,resemble,semblance	v:1	sim(0)=like, similar	c:0	semb
sist	root	stand	Latin	assist,consist,desist,exist	v:1	sist(0)=stand	c:0	
sol	root	alone	Latin	desolate,soliloquy,solitary,solitude	v:2	sol2(2)=alone | sol1(1)=sun	c:1	soli
